Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Ford Figo Diesel ZXI,Chennai,2010,120000,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.6,True,False,False,False,True
Maruti Ertiga ZDI,Mumbai,2016,33000,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,12.74 Lakh,8.5,True,False,False,False,True
Honda City 1.5 GXI,Ahmedabad,2007,60006,First,0.0 kmpl,,,,,2.95,False,False,True,False,True
Honda Amaze S i-Dtech,Kolkata,2014,52000,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5,True,False,False,False,True
Hyundai i10 Magna,Jaipur,2015,43571,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.55,False,False,True,False,True
Honda Amaze S i-Dtech,Kolkata,2013,50000,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.25,True,False,False,False,True
Skoda Laura Ambiente,Hyderabad,2008,113000,First,17.5 kmpl,1896 CC,106 bhp,5.0,,4.5,True,False,False,False,True
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,5.35,True,False,False,False,True
Mahindra NuvoSport N6,Chennai,2017,29000,Second,17.45 kmpl,1493 CC,100 bhp,7.0,10.52 Lakh,6.5,True,False,False,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.98 Lakh,9.0,True,False,False,False,True
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.0,False,False,True,False,True
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,First,14.7 kmpl,1390 CC,85 bhp,5.0,,2.75,False,False,True,False,True
Tata Indigo eCS GLX,Pune,2010,70500,First,15.64 kmpl,1193 CC,64.1 bhp,5.0,,1.5,False,False,True,False,True
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,19.9,True,False,False,True,False
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,10.0,False,False,True,True,False
Toyota Etios Liva GD SP,Delhi,2014,104000,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,3.0,True,False,False,False,True
Maruti Swift 1.3 VXi,Kolkata,2010,42001,First,16.1 kmpl,,,,,2.11,False,False,True,False,True
Mercedes-Benz B Class B180,Kochi,2014,37245,First,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.96,False,False,True,True,False
Honda Amaze S Diesel,Kolkata,2013,45000,First,27.4 kmpl,1498 CC,98.6 bhp,5.0,8.54 Lakh,3.25,True,False,False,False,True
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4.75,True,False,False,False,True
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,20.46 kmpl,1461 CC,83.8 bhp,5.0,,5.95,True,False,False,False,True
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,15.29 kmpl,1591 CC,121.3 bhp,5.0,,8.15,False,False,True,False,True
Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.22,False,False,True,True,False
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,11.74 kmpl,1796 CC,186 bhp,5.0,,10.5,False,False,True,True,False
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,45.0,True,False,False,True,False
Hyundai i10 Magna 1.1,Pune,2012,44000,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.9,False,False,True,False,True
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,8.9,False,False,True,True,False
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,33.58 Lakh,26.0,False,False,True,True,False
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.22,False,False,True,False,True
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.5,True,False,False,False,True
Maruti Wagon R LXI,Chennai,2004,61000,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.25,False,False,True,False,True
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,21.03 kmpl,1461 CC,65 bhp,5.0,9.12 Lakh,3.7,True,False,False,False,True
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.41,True,False,False,True,False
Maruti Wagon R VXI,Kolkata,2013,32000,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.29 Lakh,2.65,False,False,True,False,True
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.92,True,False,False,False,True
Mini Cooper Convertible S,Kochi,2017,26327,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.67,False,False,True,True,False
Ford Figo Diesel,Bangalore,2015,70436,First,0.0 kmpl,1498 CC,99 bhp,,,3.6,True,False,False,False,True
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,17.2 kmpl,1396 CC,53.5 bhp,5.0,,0.85,True,False,False,False,True
Chevrolet Beat LT,Kochi,2016,60813,Second,18.6 kmpl,1199 CC,76.8 bhp,5.0,,3.32,False,False,True,False,True
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3.6,True,False,False,False,True
Maruti Swift ZDi,Hyderabad,2016,64000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,6.8,True,False,False,False,True
Ford Figo Diesel EXI,Kolkata,2012,41284,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.5,True,False,False,False,True
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.74 Lakh,19.64,True,False,False,True,False
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,11.72 kmpl,2199 CC,194.3 bhp,7.0,,7.0,True,False,False,True,False
Honda City i-VTEC V,Kolkata,2011,32572,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.74 Lakh,3.87,False,False,True,False,True
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.27,False,False,True,False,True
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,18.12,True,False,False,True,False
Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.65,True,False,False,False,True
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,7.2,True,False,False,False,True
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,14.3,True,False,False,False,True
Maruti Ertiga VDI,Chennai,2013,52000,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.9,True,False,False,False,True
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,12.8 kmpl,2494 CC,102 bhp,7.0,,10.75,True,False,False,False,True
Honda City i VTEC V,Kochi,2016,33915,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.09,False,False,True,False,True
BMW X1 sDrive20d,Ahmedabad,2014,82002,First,17.05 kmpl,1995 CC,184 bhp,5.0,,18.5,True,False,False,True,False
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.75,True,False,False,False,True
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,8.45,True,False,False,False,True
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,20.5 kmpl,1598 CC,103.6 bhp,5.0,,3.5,True,False,False,False,True
Hyundai Accent CRDi,Kochi,2006,160538,First,13.1 kmpl,1493 CC,82 bhp,5.0,,1.8,True,False,False,False,True
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,19.91 kmpl,1498 CC,103.6 bhp,5.0,,3.7,True,False,False,False,True
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,7.17,False,False,True,False,True
Hyundai i10 Era,Jaipur,2010,83000,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.75,False,False,True,False,True
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,16.38 kmpl,1995 CC,183 bhp,5.0,,21.99,True,False,False,True,False
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.52 Lakh,18.65,True,False,False,False,True
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,19.7 kmpl,796 CC,35 bhp,5.0,,1.85,False,False,True,False,True
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.95,False,False,True,False,True
Hyundai Grand i10 Magna,Mumbai,2014,16514,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3.75,False,False,True,False,True
Maruti Swift VDI,Pune,2012,120000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.75,True,False,False,False,True
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,14.07 Lakh,2.6,True,False,False,False,True
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,17.0 kmpl,1197 CC,80 bhp,5.0,,2.8,False,False,True,False,True
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,61.29,True,False,False,True,False
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,15.8 kmpl,2148 CC,170 bhp,5.0,,18.0,True,False,False,False,True
Maruti Ritz ZDi,Hyderabad,2014,88500,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,4.35,True,False,False,False,True
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.75,True,False,False,False,True
Maruti A-Star Vxi,Pune,2010,67000,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.0,False,False,True,False,True
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,10.0,True,False,False,False,True
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,17.8 kmpl,1248 CC,76 bhp,5.0,,1.65,True,False,False,False,True
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.77,True,False,False,True,False
Hyundai i10 Sportz,Bangalore,2010,36000,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.25,False,False,True,False,True
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,True,False,False,False,True
Maruti Zen VXI BSII,Mumbai,2002,60000,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.55,False,False,True,False,True
Maruti Swift VDI,Hyderabad,2018,31025,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.15,True,False,False,False,True
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,12.05 kmpl,2179 CC,120 bhp,8.0,,7.0,True,False,False,False,True
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,3.75,True,False,False,False,True
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,8.5,False,False,True,False,True
Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.35,True,False,False,False,True
Maruti Alto 800 LXI,Kochi,2016,32227,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3.26,False,False,True,False,True
Honda City 1.5 S MT,Jaipur,2011,55000,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.21,False,False,True,False,True
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,70.36,True,False,False,True,False
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,2.95,True,False,False,True,False
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.28,False,False,True,False,True
Honda City 1.5 V AT,Jaipur,2009,78442,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3.57,False,False,True,True,False
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,3.11,True,False,False,False,True
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,5.96,False,False,True,True,False
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,4.7,True,False,False,False,True
Honda City i VTEC VX,Ahmedabad,2014,49000,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.9,False,False,True,False,True
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,22.95 kmpl,1248 CC,74 bhp,5.0,8.34 Lakh,5.25,True,False,False,False,True
BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,18.48 kmpl,1995 CC,177 bhp,5.0,,28.0,True,False,False,True,False
Maruti Wagon R LXI Minor,Delhi,2009,60000,First,18.9 kmpl,1061 CC,67 bhp,5.0,,1.35,False,False,True,False,True
Honda Jazz VX,Delhi,2015,62178,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.85 Lakh,4.85,False,False,True,False,True
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,15.0 kmpl,1896 CC,105 bhp,5.0,,6.7,True,False,False,False,True
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.1,False,False,True,False,True
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,19.27 kmpl,2143 CC,170 bhp,5.0,,18.64,True,False,False,True,False
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.8,False,False,True,False,True
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,25.4 Lakh,20.25,True,False,False,False,True
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,26.78,True,False,False,True,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,8.26,True,False,False,False,True
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.89,False,False,True,False,True
Maruti Alto K10 LXI,Hyderabad,2011,70000,First,20.92 kmpl,998 CC,67.1 bhp,5.0,,2.1,False,False,True,False,True
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,16.67 Lakh,12.69,False,False,True,True,False
Tata Indigo LX,Coimbatore,2013,59138,First,17.0 kmpl,1405 CC,70 bhp,5.0,,2.58,True,False,False,False,True
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.77,True,False,False,True,False
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.26,True,False,False,True,False
Maruti Celerio VXI AT,Hyderabad,2014,77815,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.25,False,False,True,True,False
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,79.43 Lakh,57.0,True,False,False,True,False
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,44.0,True,False,False,True,False
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.65,True,False,False,False,True
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.05,False,False,True,False,True
Honda Brio 1.2 VX MT,Kochi,2012,91931,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.62 Lakh,3.13,False,False,True,False,True
Tata Sumo Delux,Hyderabad,2000,158000,Second,14.07 kmpl,2956 CC,83.1 bhp,7.0,,1.5,True,False,False,False,True
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,18.0 kmpl,1248 CC,75 bhp,5.0,,2.85,True,False,False,False,True
Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.65,False,False,True,False,True
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,16.0 kmpl,2179 CC,140 bhp,7.0,,10.6,True,False,False,False,True
Tata Indigo LS Dicor,Pune,2008,138000,Second,17.1 kmpl,1396 CC,70 bhp,5.0,,1.25,True,False,False,False,True
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,8.25,False,False,True,False,True
Honda Accord 2.4 A/T,Mumbai,2011,60000,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,4.45,False,False,True,True,False
Maruti Swift Dzire VDi,Kolkata,2012,48000,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.7,True,False,False,False,True
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.8,True,False,False,False,True
Honda City ZX GXi,Kolkata,2008,40000,First,17.7 kmpl,1497 CC,78 bhp,5.0,,1.8,False,False,True,False,True
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,21.95,True,False,False,True,False
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,9.52 kmpl,2993 CC,313 bhp,4.0,,49.0,True,False,False,True,False
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,14.75 kmpl,2967 CC,245 bhp,7.0,1.04 Cr,62.67,True,False,False,True,False
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.5,True,False,False,False,True
Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,16.95 kmpl,1197 CC,78.9 bhp,5.0,,2.95,False,False,True,True,False
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,6.86,False,False,True,True,False
Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.15,True,False,False,False,True
Hyundai i20 Asta 1.2,Pune,2011,79152,Second,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.3,False,False,True,False,True
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.55,False,False,True,False,True
Maruti Alto LXi,Ahmedabad,2009,35000,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.5,False,False,True,False,True
Toyota Corolla H4,Chennai,2004,105000,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2.5,False,False,True,True,False
Maruti Alto LXi,Chennai,2006,56000,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.4,False,False,True,False,True
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.4,True,False,False,False,True
Maruti Alto LXi,Pune,2012,38000,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.25,False,False,True,False,True
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,19.3 kmpl,1968 CC,141 bhp,5.0,,7.5,True,False,False,True,False
Toyota Corolla H4,Kolkata,2008,80000,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2.8,False,False,True,True,False
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,7.66,False,False,True,False,True
Maruti Vitara Brezza LDi,Chennai,2016,45000,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.12 Lakh,7.15,True,False,False,False,True
Honda City 1.5 V MT,Delhi,2010,87430,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5,False,False,True,False,True
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,18.0 kmpl,1248 CC,75 bhp,5.0,,3.5,True,False,False,False,True
Honda Amaze S i-Dtech,Kolkata,2013,57000,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.45,True,False,False,False,True
Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.55,False,False,True,False,True
BMW 3 Series Luxury Line,Kochi,2015,30717,Second,21.76 kmpl,1995 CC,190 bhp,5.0,58.67 Lakh,25.99,True,False,False,True,False
Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.25,True,False,False,False,True
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,2.9,True,False,False,False,True
Skoda Octavia RS,Jaipur,2005,100000,First,14.45 kmpl,1984 CC,227 bhp,5.0,28.37 Lakh,2.05,False,False,True,True,False
Maruti Alto K10 VXI,Pune,2017,30000,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.48 Lakh,3.75,False,False,True,False,True
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,6.75,True,False,False,False,True
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,18.0 kmpl,995 CC,62 bhp,5.0,,0.95,False,False,True,False,True
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,19.33 kmpl,1999 CC,177 bhp,5.0,72.64 Lakh,52.0,True,False,False,True,False
Honda CR-V RVi MT,Jaipur,2007,119000,Third,13.1 kmpl,1997 CC,141.1 bhp,5.0,,3.91,False,False,True,False,True
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,36.15 Lakh,27.3,False,False,True,True,False
Hyundai i10 Magna 1.2,Chennai,2009,620000,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.7,False,False,True,False,True
Maruti Swift LDI,Delhi,2013,70000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3.5,True,False,False,False,True
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,18.5 kmpl,1197 CC,83.14 bhp,5.0,,6.2,False,False,True,True,False
Nissan Micra Diesel XV,Chennai,2011,83000,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2.75,True,False,False,False,True
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3.25,True,False,False,False,True
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,17.8 kmpl,1399 CC,67 bhp,5.0,,3.25,True,False,False,False,True
Maruti Zen LX,Kolkata,2003,65000,First,17.3 kmpl,993 CC,60 bhp,5.0,,0.65,False,False,True,False,True
Mini Clubman Cooper S,Pune,2017,8350,First,13.8 kmpl,1998 CC,192 bhp,5.0,44.59 Lakh,35.0,False,False,True,False,True
Toyota Etios GD,Kolkata,2014,45000,First,23.59 kmpl,1364 CC,67.05 bhp,5.0,,3.25,True,False,False,False,True
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.9,False,False,True,False,True
Maruti Alto VXi,Bangalore,2011,11000,Third,18.9 kmpl,796 CC,47 bhp,5.0,,2.9,False,False,True,False,True
BMW X5 3.0d,Bangalore,2009,90000,Second,11.0 kmpl,2993 CC,235 bhp,5.0,,17.75,True,False,False,True,False
Nissan Teana XV,Mumbai,2015,74000,Second,11.07 kmpl,2496 CC,179.5 bhp,5.0,,8.25,False,False,True,True,False
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.77,False,False,True,True,False
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12 Lakh,9.49,True,False,False,False,True
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.95,True,False,False,True,False
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.0,True,False,False,True,False
Maruti 800 AC,Chennai,2007,72000,Third,16.1 kmpl,796 CC,37 bhp,4.0,,1.0,False,False,True,False,True
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,20.45 kmpl,1461 CC,83.8 bhp,5.0,,7.1,True,False,False,False,True
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,16.5,True,False,False,False,True
Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,15.8 kmpl,2148 CC,170 bhp,5.0,,26.0,True,False,False,False,True
Maruti Ritz VDi,Hyderabad,2010,68000,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.2,True,False,False,False,True
Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,14.65 Lakh,9.48,False,False,True,True,False
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.0,True,False,False,False,True
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,14.21 kmpl,2143 CC,203 bhp,5.0,,26.5,True,False,False,True,False
Mercedes-Benz B Class B180,Kochi,2014,41380,Second,14.8 kmpl,1595 CC,120.7 bhp,5.0,,11.77,False,False,True,True,False
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,First,15.0 kmpl,2143 CC,204 bhp,5.0,,37.0,True,False,False,True,False
